,tweets,Useful  Complains/Not Useful Complains,Useful/Useless,text_length,id,likes,retweets,source,url,created_at,image_url,author_name,author_screen_name,geo,location,hashtags,,,,,,,complaints,useful
83,"@SteveWickens1 @claireperrymp 17 million not 55. So let's just get this right, you're perfectly happy having a hardâ€¦ https://t.co/YWvsWzfiul",0,0,140,1144210000000000000,0.00E+00,0,Twitter Web App,https://mobile.twitter.com,27/06/19 11:40,http://pbs.twimg.com/profile_images/553753083654586368/-UZR6yQ3_normal.jpeg,Englebert Trump,EnglebertTrump,,SWADLINCOTE,[],,,,,,,,
84,"The global electricity system is on a path toward a future powered by renewable, affordable and reliable energy. Read about the transition that will bring profound disruption",0,1,140,1144200000000000000,0.00E+00,0,Twitter Web App,https://mobile.twitter.com,27/06/19 11:03,http://pbs.twimg.com/profile_images/875635548425134082/MVMVyw64_normal.jpg,We Mean Business,WMBtweets,,,[],,,,,,,,
85,Great to see the UK Govt supporting #carboncapture . £26m awarded to accelerate #CCUS as the UK moves to a #netzero future. Minister @claireperrymp has been a strong supporter of CCUS & its ability to significantly reduce emissions & unlock value across the economy.,0,1,132,1144180000000000000,1.00E+00,1,Twitter Web Client,http://twitter.com,27/06/19 9:55,http://pbs.twimg.com/profile_images/1015057721027190784/qLCrFt_B_normal.jpg,Global CCS Institute,GlobalCCS,,Australia,"[{'text': 'carboncapture', 'indices': [37, 51]}, {'text': 'CCUS', 'indices': [81, 86]}]",,,,,,,,
86,"Using this - our 10,000th tweet - to hat-tip @CSkidmoreUK,  @claireperrymp and @beisgovuk for passing #netzero emissions law this morning. And to everyone who helped get us here, take a bow! Now for the difficult bit ...
",0,0,140,1144170000000000000,5.00E+00,0,Twitter Web Client,http://twitter.com,27/06/19 9:16,http://pbs.twimg.com/profile_images/847774860428406784/2Y8sEy7a_normal.jpg,CSE,cse_bristol,,Bristol,"[{'text': 'netzero', 'indices': [102, 110]}]",,,,,,,,
87,This is a positive step in the right direction congratulations to @claireperrymp @CSkidmoreUK @beisgovuk Now we neeâ€¦ https://t.co/h7xurWzhpi,0,0,140,1144170000000000000,0.00E+00,0,Twitter for iPhone,http://twitter.com/download/iphone,27/06/19 9:10,http://pbs.twimg.com/profile_images/1123969536422760459/6BCmUfLy_normal.png,CLT,carbonlimiting,,,[],,,,,,,,
88,This is a positive step in the right direction congratulations to @claireperrymp @CSkidmoreUK @beisgovuk Now we neeâ€¦ https://t.co/ukTks1yV7t,0,0,140,1144170000000000000,3.00E+00,0,Twitter for iPhone,http://twitter.com/download/iphone,27/06/19 9:06,http://pbs.twimg.com/profile_images/1123969536422760459/6BCmUfLy_normal.png,CLT,carbonlimiting,,,[],,,,,,,,
89,@CSkidmoreUK @beisgovuk Fabulous Chris and of course big cheer for @claireperrymp today as well ðŸ‘ðŸ¼ðŸ˜ƒðŸ’š,0,0,100,1144170000000000000,1.00E+00,0,Twitter Web Client,http://twitter.com,27/06/19 8:52,http://pbs.twimg.com/profile_images/675777205247606787/-Jsj1ejz_normal.jpg,Angela Terry,ANGETERRY,,"South West, England",[],,,,,,,,
90,It will be Scotland that has the hard border since it will be their choice to leave. Scotland is 5 million. England is 55 million. You can't piss off 55 million to satisfy 5.,0,1,140,1144170000000000000,0.00E+00,0,Twitter Web App,https://mobile.twitter.com,27/06/19 8:49,http://pbs.twimg.com/profile_images/951607908214636545/5vCDbtu1_normal.jpg,Steve Wickens,SteveWickens1,,,[],,,,,,,,
91,Wonder if @EdwardJDavey has spoken to @claireperrymp yet to follow this up? https://t.co/focYsjq0A7,0,0,99,1144160000000000000,1.00E+00,0,Twitter Web Client,http://twitter.com,27/06/19 8:18,http://pbs.twimg.com/profile_images/1136405067160887296/TdAns110_normal.png,Gary Williams ðŸŒðŸ³ï¸â€ðŸŒˆðŸ‡ªðŸ‡ºðŸ”¶,GaryTomWilliams,,Lewisham SE8,[],,,,,,,,
92,"Major economies like the UK, US, Germany and Spain are increasingly powered by renewables. Read why the global electricity system is on a path toward 100% renewable energy",0,0,139,1144160000000000000,0.00E+00,0,Twitter Web App,https://mobile.twitter.com,27/06/19 8:17,http://pbs.twimg.com/profile_images/875635548425134082/MVMVyw64_normal.jpg,We Mean Business,WMBtweets,,,[],,,,,,,,
93,@SteveWickens1 @claireperrymp Right so you want to split up the UK? We are connected. You want a hard border with Scotland??ðŸ¤£ðŸ¤£ðŸ¤£,0,0,127,1144150000000000000,0.00E+00,0,Twitter Web Client,http://twitter.com,27/06/19 7:58,http://pbs.twimg.com/profile_images/553753083654586368/-UZR6yQ3_normal.jpeg,Englebert Trump,EnglebertTrump,,SWADLINCOTE,[],,,,,,,,
94,RT @Laura_Sandys: Totally wonderful. And a significant move forward that changes the ambition for the UK and sets the new gold standard gloâ€¦,0,0,140,1144150000000000000,0.00E+00,3,Twitter for iPad,http://twitter.com/#!/download/ipad,27/06/19 7:28,http://pbs.twimg.com/profile_images/957980632956702720/gz_psGd9_normal.jpg,Christoph Harwood,Xtoph1,,"Edinburgh, Scotland",[],,,,,,,,
95,RT @Laura_Sandys: Totally wonderful. And a significant move forward that changes the ambition for the UK and sets the new gold standard gloâ€¦,0,0,140,1144140000000000000,0.00E+00,3,Twitter for iPhone,http://twitter.com/download/iphone,27/06/19 7:12,http://pbs.twimg.com/profile_images/459624264983797760/bAyf5JfJ_normal.png,James Cameron,Jamesogradycam,,London,[],,,,,,,,
96,Totally wonderful. And a significant move forward that changes the ambition for the UK and sets the new gold standaâ€¦ https://t.co/IfyXqfVM4s,0,0,140,1144140000000000000,1.00E+01,3,Twitter for iPhone,http://twitter.com/download/iphone,27/06/19 7:07,http://pbs.twimg.com/profile_images/1174485138/IMG_1582_normal.JPG,Laura Sandys,Laura_Sandys,,London,[],,,,,,,,
97,@beisgovuk @GregClarkMP @claireperrymp @RLong_Bailey @SueHayman1 @labourenergy @alanwhiteheadmp https://t.co/Dqi4rIFLhR,0,0,119,1144070000000000000,0.00E+00,0,Twitter for iPhone,http://twitter.com/download/iphone,27/06/19 2:09,http://pbs.twimg.com/profile_images/1265840656/4e9975b4-3414-488f-b855-36943d81523b_normal.png,Mark W Tebbutt,mwt2008,,Chorley Lancashire UK,[],,,,,,,,
98,@BrianFi02461943 @claireperrymp @AmberRuddHR @NickHurdUK NIHE showed some gumption. Why is BEIS happy to accept 'asâ€¦ https://t.co/PlqRULQ6rJ,0,0,140,1144030000000000000,0.00E+00,0,Twitter Web Client,http://twitter.com,26/06/19 23:35,http://pbs.twimg.com/profile_images/305522558/boltzman_normal.jpg,WorthWords,WorthWords,,,[],,,,,,,,
99,"@claireperrymp FAILED CAVITY WALL INSULATION...
 
 Loud and clear but ignored by Claire Perry, Amber Rudd and Nick Huâ€¦ https://t.co/ya474ZKZxs",0,0,140,1144020000000000000,1.00E+00,1,Twitter for iPad,http://twitter.com/#!/download/ipad,26/06/19 23:14,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Brian Fish,BrianFi02461943,,,[],,,,,,,,
100,@Cath_Read @MollyMEP @claireperrymp This is rubbish - sheâ€™s nothing but an EU apologist. These EU statutes &amp; directâ€¦ https://t.co/vObbYlYibv,0,0,144,1144000000000000000,2.00E+00,0,Twitter for iPhone,http://twitter.com/download/iphone,26/06/19 21:38,http://pbs.twimg.com/profile_images/838327184381079552/M3nmaFoc_normal.jpg,Susannah Rayner,rayner_susannah,,"London, England",[],,,,,,,,
101,@sighsloudly @MarkFieldUK @claireperrymp Yes :( Has brought a lot of disturbing view points to the surface,0,0,106,1143990000000000000,1.00E+00,0,Twitter Web Client,http://twitter.com,26/06/19 21:18,http://pbs.twimg.com/profile_images/1142101407253880832/pCTQOYb3_normal.png,Extinction Rebellion BristolðŸ„,XRBristol,,"Bristol, England",[],,,,,,,,
102,"@claireperrymp Still no issues have been resolved. Haven’t been able to input an actual meter reading since feb, all my bills are estimates. None of the rebates promised have been credited. Was told a complaint has been raised yet no procedure followed. What more must I do?",1,1,139,1143980000000000000,0.00E+00,0,Twitter for iPad,http://twitter.com/#!/download/ipad,26/06/19 20:48,http://pbs.twimg.com/profile_images/1066062760084217858/IJVMCj3h_normal.jpg,Mark Bowditch,MarkBowd1,,"Pontypool, Wales",[],,,,,,,,
103,@MarkDerbyshire7 @claireperrymp I to 2 trillion over thirty years or about half the the annual defence budget I'm nâ€¦ https://t.co/U5Fe0H1qnx,0,1,140,1143980000000000000,0.00E+00,0,Twitter Web App,https://mobile.twitter.com,26/06/19 20:40,http://pbs.twimg.com/profile_images/1070712872756539392/zWSepSfV_normal.jpg,Stuart Bradley,StuartB75227592,,"Leicester, England",[],,,,,,,,
104,"RT @claireperrymp: Thank you for setting this ambition. Food production, land mgmt and forestry hugely important in cutting emissions+improâ€¦",0,1,140,1143980000000000000,0.00E+00,7,Twitter for iPhone,http://twitter.com/download/iphone,26/06/19 20:14,http://pbs.twimg.com/profile_images/958081430885629952/3q6l6S26_normal.jpg,George Hosier,farmingfred,,"Wexcombe, Wiltshire UK",[],,,,,,,,
105,@guardian article? https://t.co/mT68ciHpLc @WhichUK can you pls carry out the simple test https://t.co/GUyxu7d2B8 wâ€¦ https://t.co/FPo8sW7xAl,0,1,140,1143970000000000000,0.00E+00,0,Twitter for iPhone,http://twitter.com/download/iphone,26/06/19 19:42,http://pbs.twimg.com/profile_images/938105255065157632/Ds5Bib6d_normal.jpg,District Heating,Districtheating,,UK,[],,,,,,,,
106,"@claireperrymp Claire, can you please tell me and I no doubt other how much #netzero2050 will cost the uk taxpayer? Thank you in advance.",0,0,137,1143970000000000000,0.00E+00,0,Twitter for iPhone,http://twitter.com/download/iphone,26/06/19 19:36,http://pbs.twimg.com/profile_images/1142086446691573761/o3fdvnyr_normal.jpg,Marky Mark,MarkDerbyshire7,,"Northampton, England","[{'text': 'netzero2050', 'indices': [76, 88]}]",,,,,,,,
107,RT @gavinward78: @BrianFi02461943 @claireperrymp @BorisJohnson I hope that when (not if) cases get through the courts without gagging clausâ€¦,0,1,140,1143950000000000000,0.00E+00,4,Twitter for iPhone,http://twitter.com/download/iphone,26/06/19 18:22,http://pbs.twimg.com/profile_images/494206539172184065/QHNh6mLc_normal.jpeg,Sandi,Sand_maiden,,,[],,,,,,,,
108,Heat network were promoted to be lowering carbon emissions and costs! Where is the data? Who is countable? Is thatâ€¦ https://t.co/KWmG1GzUEZ,0,1,139,1143940000000000000,0.00E+00,0,Twitter for iPhone,http://twitter.com/download/iphone,26/06/19 18:05,http://pbs.twimg.com/profile_images/938105255065157632/Ds5Bib6d_normal.jpg,District Heating,Districtheating,,UK,[],,,,,,,,
109,365days? According to @claireperrymp customers on average dont pay more! Where is that data coming from and did itâ€¦ https://t.co/7HfhtNao93,0,1,139,1143940000000000000,0.00E+00,0,Twitter for iPhone,http://twitter.com/download/iphone,26/06/19 18:05,http://pbs.twimg.com/profile_images/938105255065157632/Ds5Bib6d_normal.jpg,District Heating,Districtheating,,UK,[],,,,,,,,
110,@XRBristol @MarkFieldUK And @claireperrymp â€˜s disturbing response in which she applauds his assault.,0,0,101,1143940000000000000,1.00E+00,0,Twitter for iPhone,http://twitter.com/download/iphone,26/06/19 17:55,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Stephen Robins,sighsloudly,,,[],,,,,,,,
111,@claireperrymp @Arron_banks The sooner youâ€™re deselected the better. Were sick of Conservatives not being Conservaâ€¦ https://t.co/fPU95aibQL,0,0,140,1143940000000000000,0.00E+00,0,Twitter for iPhone,http://twitter.com/download/iphone,26/06/19 17:50,http://pbs.twimg.com/profile_images/860470210826039296/Q0wDOHuD_normal.jpg,Truth_Hurts,plainoltruth,,"London, England",[],,,,,,,,
112,@claireperrymp I had some positive feedback from your constituents about how he responded to #TheTimeIsNow Thank you for sending him.,0,0,133,1143910000000000000,0.00E+00,0,Twitter for iPad,http://twitter.com/#!/download/ipad,26/06/19 16:08,http://pbs.twimg.com/profile_images/970058148068446209/obMxRI_i_normal.jpg,SJPSalisbury,SJPSalisbury,,,"[{'text': 'TheTimeIsNow', 'indices': [93, 106]}]",,,,,,,,
113,"Is this what the new tory policy is?
Condoning/ promoting Grab a female peaceful protester by the throat - nice one Claire!  & if your neighbor is beating his wife - turn a blind eye - she probably deserves it¦ https://t.co/fikmD9HbK4",1,1,140,1143910000000000000,0.00E+00,0,Twitter Web App,https://mobile.twitter.com,26/06/19 16:03,http://pbs.twimg.com/profile_images/1138781162573377536/LPLaTBtO_normal.png,Schopenhauer38,schopenhauer38,,,[],,,,,,,,
114,RT @gavinward78: @BrianFi02461943 @claireperrymp @BorisJohnson I hope that when (not if) cases get through the courts without gagging clausâ€¦,0,0,140,1143900000000000000,0.00E+00,4,Twitter for Android,http://twitter.com/download/android,26/06/19 15:31,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Ruby red,Rubyred71471480,,"Scotland, United Kingdom",[],,,,,,,,
115,"RT @claireperrymp: There is work to do, but we have the momentum and I am proud the UK is continuing to lead the way with landmark #NetZeroâ€¦",0,1,140,1143870000000000000,0.00E+00,2,Twitter Web Client,http://twitter.com,26/06/19 13:30,http://pbs.twimg.com/profile_images/1142739732398522369/ZXBK8uLx_normal.jpg,Greenways News Agency,GreenwaysNews,,UK,"[{'text': 'NetZero', 'indices': [131, 139]}]",,,,,,,,
116,RT @gavinward78: @BrianFi02461943 @claireperrymp @BorisJohnson I hope that when (not if) cases get through the courts without gagging clausâ€¦,0,0,140,1143870000000000000,0.00E+00,4,Twitter for iPhone,http://twitter.com/download/iphone,26/06/19 13:22,http://pbs.twimg.com/profile_images/305522558/boltzman_normal.jpg,WorthWords,WorthWords,,,[],,,,,,,,
117,"RT @claireperrymp: There is work to do, but we have the momentum and I am proud the UK is continuing to lead the way with landmark #NetZeroâ€¦",0,0,140,1143870000000000000,0.00E+00,2,Twitter Web Client,http://twitter.com,26/06/19 13:21,http://pbs.twimg.com/profile_images/1076118415767732224/P9DEAlJA_normal.jpg,Ranald Boydell,ranaldboydell,,UK,"[{'text': 'NetZero', 'indices': [131, 139]}]",,,,,,,,
118,@claireperrymp I don't think the problems that the questions were asked; its that not the whole story is painted byâ€¦ https://t.co/EjiKLpZk3U,0,0,140,1143860000000000000,0.00E+00,0,Twitter for Android,http://twitter.com/download/android,26/06/19 12:52,http://pbs.twimg.com/profile_images/1136342260805582848/ZhHXG7La_normal.jpg,Phillip Howard,GetPolitical4,,"South East, England",[],,,,,,,,
119,Wind is a huge issue and will clearly become more so as we heat the planet in its desertifying properties and conversely ability to bring storms. @claireperrymp #ExtinctionRebellion STOP SETTING FIRE TO OUR HOME  for the benefit of the 1% as sociopathic dullards. Truth plaese...¦ https://t.co/KlQkatdLy7,1,1,140,1143850000000000000,0.00E+00,0,Twitter for Android,http://twitter.com/download/android,26/06/19 11:55,http://pbs.twimg.com/profile_images/1063575494946422784/dDpZQgni_normal.jpg,Mrjonno ðŸŒ±ðŸŒ ðŸ³ï¸â€ðŸŒˆ #FBPE âŒ›ðŸ’š,mrjonnotweet,,"Milton Keynes, England",[],,,,,,,,
120,@cdtplug @jeremycorbyn @AlastairK @UKLabour We ask this of all the parties. Our members in Tory constituencies haveâ€¦ https://t.co/pm0VgSnqUX,1,1,140,1143850000000000000,0.00E+00,0,Twitter for iPhone,http://twitter.com/download/iphone,26/06/19 11:49,http://pbs.twimg.com/profile_images/1009527452622782468/jA7t8wAi_normal.jpg,Citizens' Climate Lobby UK,CitznsClimateUK,,UK,[],,,,,,,,
121,@StephenLoWatson @MariaMCasey @DavePettitWork @claireperrymp @MarkFieldUK @ExtinctionR @Greenpeace and nature will take its course,0,1,130,1143840000000000000,0.00E+00,0,Twitter for Android,http://twitter.com/download/android,26/06/19 11:10,http://pbs.twimg.com/profile_images/1064787298607353856/-rP3z_J7_normal.jpg,W. W. L. D. ?,RobLow_7,,Durham,[],,,,,,,,
122,RT @claireperrymp: The main point Jacob is in Para 5 of the letter. It requires the EU to agree to the â€œsingle pageâ€ ie a negotiation. Itâ€™sâ€¦,0,1,140,1143830000000000000,0.00E+00,3,Twitter for iPhone,http://twitter.com/download/iphone,26/06/19 10:50,http://pbs.twimg.com/profile_images/1060766316582391808/bU1FZW3s_normal.jpg,Oussama,OussamaLFT,,"London, England",[],,,,,,,,
123,RT @xtrand: Our own climate refugees. What fools would expand Heathrow in a #ClimateEmergency? â¦@Jeremy_Huntâ© â¦@theresa_mayâ© â¦@michaelgoveâ©â€¦,0,1,140,1143820000000000000,0.00E+00,3,Twitter for iPad,http://twitter.com/#!/download/ipad,26/06/19 9:54,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Jacky Jenkins,JenkinsJacky,,,"[{'text': 'ClimateEmergency', 'indices': [76, 93]}]",,,,,,,,
124,@CarolineLucas @MollyMEP @claireperrymp looks like Molly has the done research for you. Please read and understandâ€¦ https://t.co/UaQSxr3wdr,0,1,139,1143810000000000000,0.00E+00,0,Twitter for iPad,http://twitter.com/#!/download/ipad,26/06/19 9:19,http://pbs.twimg.com/profile_images/1142399280172265473/29Frzk6i_normal.jpg,Catherine Read,Cath_Read,,Wiltshire,[],,,,,,,,
125,"As I suspected,government are again using the EU as a scapegoat for putting increased charges on renewable energy when there is a way around this to make sustainable energy more affordable. But hey we all appreciate paying more for our electricity don’t we! @claireperrymp¦ https://t.co/W9QZXgUaX9",1,1,140,1143810000000000000,4.00E+00,0,Twitter for iPad,http://twitter.com/#!/download/ipad,26/06/19 9:13,http://pbs.twimg.com/profile_images/1142399280172265473/29Frzk6i_normal.jpg,Catherine Read,Cath_Read,,Wiltshire,[],,,,,,,,
126,RT @xtrand: Our own climate refugees. What fools would expand Heathrow in a #ClimateEmergency? â¦@Jeremy_Huntâ© â¦@theresa_mayâ© â¦@michaelgoveâ©â€¦,0,1,140,1143810000000000000,0.00E+00,3,Twitter for Android,http://twitter.com/download/android,26/06/19 8:57,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Sue Davidson,SusanDa75312245,,Old Heathfield,"[{'text': 'ClimateEmergency', 'indices': [76, 93]}]",,,,,,,,
127,RT @GereboyRay: @RaveCozensHardy @lord_haw @claireperrymp @michaelgove @Arron_banks Change your name to Raving-mad Cozens-Hardy. You couldâ€¦,0,0,139,1143810000000000000,0.00E+00,1,Twitter for iPhone,http://twitter.com/download/iphone,26/06/19 8:56,http://pbs.twimg.com/profile_images/1128289690505945088/ot4zFBHe_normal.jpg,Lord Haw-Haw #thebrexitparty,lord_haw,,,[],,,,,,,,
128,@lord_haw @RaveCozensHardy @claireperrymp @michaelgove @Arron_banks I should be careful with your words. He thinks Iâ€™m a c??tðŸ˜€ðŸ˜€,0,0,127,1143810000000000000,1.00E+00,0,Twitter Web Client,http://twitter.com,26/06/19 8:56,http://pbs.twimg.com/profile_images/752897808345264130/oR4FH5Gt_normal.jpg,Ray Jones,GereboyRay,,,[],,,,,,,,
129,@RaveCozensHardy @GereboyRay @claireperrymp @michaelgove @Arron_banks Not very much itâ€™s not evidence of anything.â€¦ https://t.co/cDHLvUnGLq,1,1,139,1143800000000000000,1.00E+00,0,Twitter for iPhone,http://twitter.com/download/iphone,26/06/19 8:54,http://pbs.twimg.com/profile_images/1128289690505945088/ot4zFBHe_normal.jpg,Lord Haw-Haw #thebrexitparty,lord_haw,,,[],,,,,,,,
130,@claireperrymp @MarkFieldUK Evidence that this was XR I think you are not correct here it was not XR,0,1,100,1143800000000000000,0.00E+00,0,Twitter for Android,http://twitter.com/download/android,26/06/19 8:51,http://pbs.twimg.com/profile_images/1069154030226690048/Ak-9fuGp_normal.jpg,Diane Wiles,DianeWiles6,,London,[],,,,,,,,
131,"RT @GreenRupertRead: @claireperrymp @MarkFieldUK Dear Claire;
 As you know, #ExtinctionRebellion is entirely and resolutely non-violent.
 Forâ€¦",0,1,140,1143800000000000000,0.00E+00,30,Twitter for Android,http://twitter.com/download/android,26/06/19 8:51,http://pbs.twimg.com/profile_images/1069154030226690048/Ak-9fuGp_normal.jpg,Diane Wiles,DianeWiles6,,London,"[{'text': 'ExtinctionRebellion', 'indices': [75, 95]}]",,,,,,,,
132,@RaveCozensHardy @lord_haw @claireperrymp @michaelgove @Arron_banks Bit early to be on the Absinthe mate,0,0,104,1143800000000000000,0.00E+00,0,Twitter Web Client,http://twitter.com,26/06/19 8:40,http://pbs.twimg.com/profile_images/752897808345264130/oR4FH5Gt_normal.jpg,Ray Jones,GereboyRay,,,[],,,,,,,,
133,@RaveCozensHardy @lord_haw @claireperrymp @michaelgove @Arron_banks Change your name to Raving-mad Cozens-Hardy. Yoâ€¦ https://t.co/Le5eNYhcTQ,0,0,140,1143800000000000000,1.00E+00,1,Twitter Web Client,http://twitter.com,26/06/19 8:38,http://pbs.twimg.com/profile_images/752897808345264130/oR4FH5Gt_normal.jpg,Ray Jones,GereboyRay,,,[],,,,,,,,
134,@RaveCozensHardy @lord_haw @claireperrymp @michaelgove @Arron_banks Change your name to Raving-mad Cozens-Hardy. Yoâ€¦ https://t.co/Le5eNYhcTQ,0,0,138,1143800000000000000,1.00E+00,0,Twitter for Android,http://twitter.com/download/android,26/06/19 8:36,http://pbs.twimg.com/profile_images/947535804372578304/xq6cwQTl_normal.jpg,^^^^,ttiaat,,have at you.,[],,,,,,,,
135,@EnglebertTrump @claireperrymp How do you know that the 55million English - you know the people whose opinions areâ€¦ https://t.co/xnjPpdT13W,0,0,139,1143790000000000000,0.00E+00,0,Twitter Web App,https://mobile.twitter.com,26/06/19 8:11,http://pbs.twimg.com/profile_images/951607908214636545/5vCDbtu1_normal.jpg,Steve Wickens,SteveWickens1,,,[],,,,,,,,
136,RT @xtrand: Our own climate refugees. What fools would expand Heathrow in a #ClimateEmergency? â¦@Jeremy_Huntâ© â¦@theresa_mayâ© â¦@michaelgoveâ©â€¦,0,0,140,1143780000000000000,0.00E+00,3,Twitter for Android,http://twitter.com/download/android,26/06/19 7:32,http://pbs.twimg.com/profile_images/671771032328474624/BJwjCVIl_normal.jpg,Joan,joanniemac123,,"London, England","[{'text': 'ClimateEmergency', 'indices': [76, 93]}]",,,,,,,,
137,@Mr__XYZ @claireperrymp @michaelgove @Arron_banks https://t.co/4v9KMXk3G1,0,0,73,1143780000000000000,1.00E+00,0,Twitter for Android,http://twitter.com/download/android,26/06/19 7:23,http://pbs.twimg.com/profile_images/1008017773279305728/-XV4MrKu_normal.jpg,Comics Cow,marfedmoo,,facebook.com/marfedblog/,[],,,,,,,,
138,Our own climate refugees. What fools would expand Heathrow in a #ClimateEmergency? â¦@Jeremy_Huntâ© â¦@theresa_mayâ© â¦â€¦ https://t.co/QSyDVPIHl6,0,0,139,1143780000000000000,3.00E+00,3,Twitter for iPhone,http://twitter.com/download/iphone,26/06/19 7:21,http://pbs.twimg.com/profile_images/2681287026/30e286ffbc556f91f68f239a2ba82212_normal.jpeg,Sleep Deprived,xtrand,,Windlesham,"[{'text': 'ClimateEmergency', 'indices': [64, 81]}]",,,,,,,,
139,"@claireperrymp CCHQ Dominic Raab tells BBC Tory geriatric, an extension to the Tories deal with the EU could be upâ€¦ https://t.co/FBudlLXSYP",0,1,139,1143780000000000000,0.00E+00,0,Twitter Web Client,http://twitter.com,26/06/19 7:17,http://pbs.twimg.com/profile_images/974773660341895169/t12VVFOI_normal.jpg,Dave West,Dave2West,,,[],,,,,,,,
140,@claireperrymp @MarkFieldUK Claire Perry supports attacks on women.....as long as it's done by a Tory. #bbcnews #skynews,0,0,120,1143780000000000000,1.00E+00,0,Twitter Web Client,http://twitter.com,26/06/19 7:17,http://pbs.twimg.com/profile_images/1142069547631071232/DKbEnTHR_normal.png,No2AnimalAbuse2,No2AnimalAbuse6,,,"[{'text': 'bbcnews', 'indices': [103, 111]}, {'text': 'skynews', 'indices': [112, 120]}]",,,,,,,,
141,"RT @xtrand: â€œTesco roof collapsing and water pouring into aisles as thunderstorms batter UKâ€
 @NicolaSturgeonâ© â¦@Jeremy_Huntâ© Do you both stâ€¦",1,1,140,1143780000000000000,0.00E+00,1,Twitter for iPad,http://twitter.com/#!/download/ipad,26/06/19 7:13,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Jacky Jenkins,JenkinsJacky,,,[],,,,,,,,
142,"@claireperrymp @michaelgove @Arron_banks Sick of Jews, lesbians, gays, Muslims, LGBT etc obsessed with their ID &amp; lâ€¦ https://t.co/YxCo5xgi2d",0,0,144,1143780000000000000,0.00E+00,0,Twitter Web Client,http://twitter.com,26/06/19 7:10,http://pbs.twimg.com/profile_images/1137618437096792065/DRz2ys6v_normal.png,ðŸ‘ï¸ Yes Nigel for Prime Minister ðŸ‘ï¸,Mr__XYZ,,,[],,,,,,,,
143,"@claireperrymp @michaelgove @Arron_banks Sick of Jews, lesbians, gays, Muslims, LGBT etc obsessed with their ID &amp; lâ€¦ https://t.co/kZnIM04C4L",0,0,144,1143780000000000000,0.00E+00,0,Twitter Web Client,http://twitter.com,26/06/19 7:09,http://pbs.twimg.com/profile_images/1137618437096792065/DRz2ys6v_normal.png,ðŸ‘ï¸ Yes Nigel for Prime Minister ðŸ‘ï¸,Mr__XYZ,,,[],,,,,,,,
144,"RT @DefaidTexel: @claireperrymp So why are the emissions ours, but our sequestering is everybodyâ€™s?",0,1,99,1143770000000000000,0.00E+00,1,Twitter for Android,http://twitter.com/download/android,26/06/19 6:49,http://pbs.twimg.com/profile_images/774225960908496896/M4mdJYT6_normal.jpg,Rev Simon Bowkett,WelshRev,,"Llandeilo, GB",[],,,,,,,,
145,@claireperrymp Don't forget to tell them how you're still underpinning fossil fuels despite all your warm words and promises,0,1,124,1143770000000000000,0.00E+00,0,Twitter for Android,http://twitter.com/download/android,26/06/19 6:40,http://pbs.twimg.com/profile_images/1136886019113050112/Y3lbRjNS_normal.jpg,Chris Heavens,chris_heavens,,,[],,,,,,,,
146,"@claireperrymp So why are the emissions ours, but our sequestering is everybodyâ€™s?",0,1,82,1143770000000000000,3.00E+00,1,Twitter for iPhone,http://twitter.com/download/iphone,26/06/19 6:35,http://pbs.twimg.com/profile_images/640111487713955844/wmq6LjdV_normal.jpg,ðŸ´ó §ó ¢ó ·ó ¬ó ³ó ¿ Aman,DefaidTexel,,Rhydaman - Carmarthenshire,[],,,,,,,,
147,"We as a business are already there, the #lovelivestock we farm are carbon neutral, it cannot be done without profitable businesses with cash to invest, the new NELMS must be properly funded and accessible @michaelgove @annietrev @GuyOpperman @NFUtweets  #OrganicFarming¦ https://t.co/wO6emFJlJ2",1,1,140,1143770000000000000,1.00E+00,0,Twitter for Android,http://twitter.com/download/android,26/06/19 6:24,http://pbs.twimg.com/profile_images/1032058101531373569/tEMBdkpM_normal.jpg,Simon J BainbridgeðŸ®,BainbridgeFarms,,,"[{'text': 'lovelivestock', 'indices': [55, 69]}]",,,,,,,,
148,@claireperrymp @michaelgove @Arron_banks There was another issue with Muslim grooming gangs in the last week wouldâ€¦ https://t.co/samBQ08fd5,0,0,139,1143770000000000000,0.00E+00,0,Twitter Web App,https://mobile.twitter.com,26/06/19 6:21,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,phil hawley,Hawley2Phil,,,[],,,,,,,,
149,@claireperrymp @michaelgove @Arron_banks There was another issue with Muslim grooming gangs in the last week wouldâ€¦ https://t.co/samBQ08fd5,0,0,63,1143760000000000000,0.00E+00,0,Twitter for Android,http://twitter.com/download/android,26/06/19 5:45,http://pbs.twimg.com/profile_images/1136886019113050112/Y3lbRjNS_normal.jpg,Chris Heavens,chris_heavens,,,[],,,,,,,,
